cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
236790;Ryan Alves;2020-05-19;Ciências Exatas e da Terra;2019-01-25;33375;DIRCO-CONTROLADORIA
236791;Juliana Mendes;2017-09-26;Ciências Humanas;2016-06-24;33375;DIRCO-CONTROLADORIA
236792;Isabelly Aragão;2017-06-01;Engenharias;2011-12-03;33375;DIRCO-CONTROLADORIA
236793;Milena da Rocha;2020-06-24;Ciências Sociais Aplicadas;2012-10-14;33375;DIRCO-CONTROLADORIA
236794;Isabella Pereira;2018-05-04;Ciências Exatas e da Terra;2015-02-07;33375;DIRCO-CONTROLADORIA
236795;Letícia Mendes;2023-11-13;Ciências Exatas e da Terra;2020-06-19;33375;DIRCO-CONTROLADORIA
236796;Sr. Gustavo Henrique Costa;2023-04-06;Ciências Biológicas;2014-06-10;33375;DIRCO-CONTROLADORIA
236797;João Miguel da Mota;2015-08-15;Ciências Sociais Aplicadas;2009-08-20;33375;DIRCO-CONTROLADORIA
236798;Nicolas Sales;2018-04-06;Ciências Exatas e da Terra;2014-09-18;33375;DIRCO-CONTROLADORIA
236799;Alexandre Duarte;2020-05-25;Ciências Agrárias;2016-06-06;33375;DIRCO-CONTROLADORIA
236800;Vitória Sales;2017-06-18;Ciências Humanas;2016-10-26;33375;DIRCO-CONTROLADORIA
236801;Thales Rocha;2021-11-13;Ciências Biológicas;2010-09-17;33375;DIRCO-CONTROLADORIA
236802;Juan da Mata;2018-02-25;Engenharias;2015-06-10;33375;DIRCO-CONTROLADORIA
236803;Dr. Heitor Novaes;2020-11-22;Ciências Biológicas;2010-02-09;33375;DIRCO-CONTROLADORIA
236804;Eduarda Nogueira;2018-05-07;Ciências Agrárias;2013-06-04;33375;DIRCO-CONTROLADORIA
236805;Isadora da Rocha;2018-09-09;Ciências da Saúde;2016-04-09;33375;DIRCO-CONTROLADORIA
236806;Yuri Viana;2018-06-11;Ciências Exatas e da Terra;2017-03-05;33375;DIRCO-CONTROLADORIA
236807;Benjamin Pereira;2019-06-28;Ciências Exatas e da Terra;2012-03-10;33375;DIRCO-CONTROLADORIA
236808;Larissa Gonçalves;2021-07-16;Ciências da Saúde;2016-11-25;33375;DIRCO-CONTROLADORIA
236809;Kamilly Farias;2016-12-24;Ciências Biológicas;2015-05-27;33375;DIRCO-CONTROLADORIA
236810;Eduardo Lopes;2019-02-20;Ciências Biológicas;2017-04-21;33375;DIRCO-CONTROLADORIA
236811;Alana Lopes;2020-02-23;Ciências Biológicas;2010-01-11;33375;DIRCO-CONTROLADORIA
236812;André Moraes;2016-05-01;Engenharias;2014-04-26;33375;DIRCO-CONTROLADORIA
236813;Gabrielly da Cruz;2015-06-22;Lingüística, Letras e Artes;2015-05-10;33375;DIRCO-CONTROLADORIA
236814;Rafaela Nunes;2016-06-09;Ciências Sociais Aplicadas;2015-08-04;33375;DIRCO-CONTROLADORIA
236815;Dr. Pedro Miguel Duarte;2023-03-11;Ciências Sociais Aplicadas;2020-02-12;33375;DIRCO-CONTROLADORIA
236816;Emanuella Carvalho;2023-03-03;Ciências Biológicas;2020-12-11;33375;DIRCO-CONTROLADORIA
236817;Raquel Jesus;2020-01-02;Ciências Biológicas;2016-09-17;33375;DIRCO-CONTROLADORIA
236818;Dr. André Moraes;2020-10-09;Ciências Sociais Aplicadas;2017-11-20;33375;DIRCO-CONTROLADORIA
236819;Davi Lopes;2019-02-23;Ciências Agrárias;2010-11-11;33375;DIRCO-CONTROLADORIA
236820;Nina Lopes;2018-11-22;Ciências da Saúde;2013-02-18;33375;DIRCO-CONTROLADORIA
236821;Clarice Cunha;2018-03-10;Engenharias;2010-05-12;33375;DIRCO-CONTROLADORIA
236822;Rebeca Freitas;2018-06-08;Ciências da Saúde;2014-07-28;33375;DIRCO-CONTROLADORIA
236823;Diego Cardoso;2018-12-26;Engenharias;2016-04-08;33375;DIRCO-CONTROLADORIA
236824;Isabella da Conceição;2018-05-10;Lingüística, Letras e Artes;2015-11-04;33375;DIRCO-CONTROLADORIA
236825;Luiz Miguel Campos;2017-07-14;Ciências Exatas e da Terra;2016-07-18;33375;DIRCO-CONTROLADORIA
236826;Olivia Cavalcanti;2018-10-12;Ciências Exatas e da Terra;2016-04-24;33375;DIRCO-CONTROLADORIA
236827;Bryan da Rosa;2015-07-02;Ciências Biológicas;2010-01-21;33375;DIRCO-CONTROLADORIA
236828;Sra. Lívia Fernandes;2017-06-24;Ciências da Saúde;2015-02-11;33375;DIRCO-CONTROLADORIA
236829;Kevin Aragão;2019-09-03;Ciências Humanas;2010-05-26;33375;DIRCO-CONTROLADORIA
236830;Joaquim Porto;2015-05-02;Engenharias;2012-06-03;33375;DIRCO-CONTROLADORIA
236831;Bianca Barbosa;2021-11-07;Engenharias;2011-07-26;33375;DIRCO-CONTROLADORIA
236832;Srta. Sofia das Neves;2019-07-27;Engenharias;2009-11-01;33375;DIRCO-CONTROLADORIA
236833;Samuel Moura;2017-08-21;Ciências Agrárias;2009-10-08;33375;DIRCO-CONTROLADORIA
236834;João Guilherme Nogueira;2022-08-19;Ciências Biológicas;2014-11-19;33375;DIRCO-CONTROLADORIA
236835;Juliana Rodrigues;2015-11-29;Ciências Exatas e da Terra;2011-08-21;33375;DIRCO-CONTROLADORIA
236836;Julia Rezende;2020-09-12;Engenharias;2017-03-26;33375;DIRCO-CONTROLADORIA
236837;Valentina Nunes;2018-09-16;Ciências Humanas;2014-09-07;33375;DIRCO-CONTROLADORIA
236838;Joana Jesus;2022-12-11;Ciências Biológicas;2013-02-05;33375;DIRCO-CONTROLADORIA
236839;Valentina Novaes;2015-05-20;Engenharias;2012-07-01;33375;DIRCO-CONTROLADORIA
236840;Letícia da Luz;2016-07-17;Engenharias;2016-06-10;33375;DIRCO-CONTROLADORIA
236841;Leonardo Porto;2021-05-29;Ciências Sociais Aplicadas;2018-07-28;33375;DIRCO-CONTROLADORIA
236842;Augusto Monteiro;2022-06-24;Ciências Sociais Aplicadas;2018-01-01;33375;DIRCO-CONTROLADORIA
236843;Maria Fernanda Viana;2015-04-23;Engenharias;2011-09-27;33375;DIRCO-CONTROLADORIA
236844;Valentina da Luz;2016-12-09;Ciências Sociais Aplicadas;2012-01-03;33375;DIRCO-CONTROLADORIA
236845;Heloísa Caldeira;2017-02-24;Ciências Biológicas;2015-10-04;33375;DIRCO-CONTROLADORIA
236846;Dra. Melissa Vieira;2020-04-19;Ciências Agrárias;2019-05-14;33375;DIRCO-CONTROLADORIA
236847;Srta. Isabel Nascimento;2017-06-28;Engenharias;2015-11-18;33375;DIRCO-CONTROLADORIA
236848;Joana Castro;2021-04-16;Ciências Sociais Aplicadas;2016-05-31;33375;DIRCO-CONTROLADORIA
236849;Lucas Gabriel Gomes;2020-12-18;Ciências Biológicas;2013-03-23;33375;DIRCO-CONTROLADORIA
236850;Emilly Vieira;2018-03-08;Ciências Biológicas;2014-10-26;33375;DIRCO-CONTROLADORIA
236851;Maitê Moura;2016-09-12;Ciências Exatas e da Terra;2013-05-26;33375;DIRCO-CONTROLADORIA
236852;Davi Lucca Costa;2023-10-24;Ciências Sociais Aplicadas;2013-03-01;33375;DIRCO-CONTROLADORIA
236853;Anthony Ramos;2016-12-02;Ciências Biológicas;2016-11-07;33375;DIRCO-CONTROLADORIA
236854;Felipe Silva;2016-11-02;Ciências da Saúde;2009-10-06;33375;DIRCO-CONTROLADORIA
236855;Felipe Freitas;2016-08-14;Ciências da Saúde;2013-06-20;33375;DIRCO-CONTROLADORIA
236856;Emanuel Cardoso;2023-12-29;Ciências Biológicas;2011-07-24;33375;DIRCO-CONTROLADORIA
236857;Ana Luiza da Costa;2021-05-23;Lingüística, Letras e Artes;2014-05-29;33375;DIRCO-CONTROLADORIA
236858;Emanuella Mendes;2015-05-19;Ciências Humanas;2013-02-19;33375;DIRCO-CONTROLADORIA
236859;Marina Cavalcanti;2018-11-16;Ciências Biológicas;2018-02-17;33375;DIRCO-CONTROLADORIA
236860;Ana Carolina Duarte;2017-05-15;Ciências Sociais Aplicadas;2012-07-09;33375;DIRCO-CONTROLADORIA
236861;Lívia da Cunha;2016-12-12;Ciências Exatas e da Terra;2011-11-07;33375;DIRCO-CONTROLADORIA
236862;Daniel Gonçalves;2021-10-17;Ciências Biológicas;2016-03-18;33375;DIRCO-CONTROLADORIA
236863;Arthur Teixeira;2023-11-06;Ciências Agrárias;2011-03-30;33375;DIRCO-CONTROLADORIA
236864;Ian da Conceição;2021-11-17;Engenharias;2018-04-26;33375;DIRCO-CONTROLADORIA
236865;Dr. Felipe Vieira;2024-03-31;Ciências Sociais Aplicadas;2013-11-16;33375;DIRCO-CONTROLADORIA
236866;Brenda Melo;2015-07-12;Ciências Exatas e da Terra;2012-05-03;33375;DIRCO-CONTROLADORIA
236867;Marcela Monteiro;2018-08-17;Ciências da Saúde;2016-03-26;33375;DIRCO-CONTROLADORIA
236868;Eloah Ribeiro;2023-09-30;Ciências Humanas;2017-12-08;33375;DIRCO-CONTROLADORIA
236869;Dra. Gabrielly Fernandes;2019-04-18;Ciências da Saúde;2014-08-16;33375;DIRCO-CONTROLADORIA
236870;Maria Sophia das Neves;2020-07-03;Engenharias;2014-01-09;33375;DIRCO-CONTROLADORIA
236871;Cauê Araújo;2016-09-19;Ciências Biológicas;2010-06-08;33375;DIRCO-CONTROLADORIA
236872;Samuel da Rocha;2023-05-16;Ciências Biológicas;2012-05-04;33375;DIRCO-CONTROLADORIA
236873;Mirella Dias;2021-10-24;Engenharias;2013-04-27;33375;DIRCO-CONTROLADORIA
236874;Renan Nunes;2021-07-20;Ciências Humanas;2013-03-15;33375;DIRCO-CONTROLADORIA
236875;Dr. Marcos Vinicius Barros;2023-02-09;Ciências Sociais Aplicadas;2011-09-21;33375;DIRCO-CONTROLADORIA
236876;Srta. Maysa Ferreira;2015-04-23;Ciências da Saúde;2014-12-06;33375;DIRCO-CONTROLADORIA
236877;João Felipe Gonçalves;2022-04-17;Ciências Biológicas;2020-10-22;33375;DIRCO-CONTROLADORIA
236878;João Lucas Castro;2019-06-19;Ciências da Saúde;2017-07-29;33375;DIRCO-CONTROLADORIA
236879;Maria Cecília das Neves;2019-09-23;Ciências Biológicas;2012-09-16;33375;DIRCO-CONTROLADORIA
236880;Alana Cunha;2020-12-23;Ciências Humanas;2010-04-19;33375;DIRCO-CONTROLADORIA
236881;Clara Azevedo;2023-04-09;Engenharias;2014-03-20;33375;DIRCO-CONTROLADORIA
236882;Antônio Caldeira;2015-01-09;Ciências Biológicas;2011-04-03;33375;DIRCO-CONTROLADORIA
236883;Bruno Aragão;2016-08-22;Ciências da Saúde;2010-02-21;33375;DIRCO-CONTROLADORIA
236884;Alana Lima;2023-02-19;Ciências Exatas e da Terra;2013-02-06;33375;DIRCO-CONTROLADORIA
236885;Dra. Alexia Rodrigues;2024-04-24;Ciências Exatas e da Terra;2016-03-14;33375;DIRCO-CONTROLADORIA
236886;Brenda Lima;2018-02-23;Ciências Humanas;2015-07-09;33375;DIRCO-CONTROLADORIA
236887;Carolina Novaes;2018-09-15;Ciências Humanas;2010-02-11;33375;DIRCO-CONTROLADORIA
236888;João Gabriel da Rocha;2022-02-28;Engenharias;2013-05-31;33375;DIRCO-CONTROLADORIA
236889;Bruno Souza;2017-08-07;Ciências da Saúde;2013-12-12;33375;DIRCO-CONTROLADORIA
236890;Nicolas Novaes;2019-12-17;Ciências Sociais Aplicadas;2019-08-05;33375;DIRCO-CONTROLADORIA
236891;Sr. Leonardo Silva;2018-11-10;Engenharias;2016-08-19;33375;DIRCO-CONTROLADORIA
236892;Ana Fogaça;2014-08-22;Engenharias;2012-10-15;33375;DIRCO-CONTROLADORIA
236893;Cauã Peixoto;2018-10-04;Ciências Agrárias;2013-08-15;33375;DIRCO-CONTROLADORIA
236894;Sra. Isabella Cavalcanti;2016-07-06;Ciências Biológicas;2010-04-25;33375;DIRCO-CONTROLADORIA
236895;Pietro Silveira;2024-01-23;Ciências Agrárias;2016-07-29;33375;DIRCO-CONTROLADORIA
236896;Breno da Mota;2022-06-16;Ciências Sociais Aplicadas;2020-04-06;33375;DIRCO-CONTROLADORIA
236897;João da Luz;2020-02-20;Ciências da Saúde;2010-01-06;33375;DIRCO-CONTROLADORIA
236898;Levi Correia;2018-07-15;Ciências Agrárias;2015-12-29;33375;DIRCO-CONTROLADORIA
236899;João Rocha;2016-07-28;Ciências Sociais Aplicadas;2010-11-12;33375;DIRCO-CONTROLADORIA
236900;Juliana Nunes;2017-10-31;Ciências Exatas e da Terra;2010-01-18;33375;DIRCO-CONTROLADORIA
236901;Olivia Teixeira;2018-06-29;Ciências Biológicas;2017-07-10;33390;DIJUR-JURIDICA
236902;Sr. Fernando Mendes;2023-08-02;Ciências Sociais Aplicadas;2014-11-22;33390;DIJUR-JURIDICA
236903;Maria Alice Azevedo;2021-07-21;Ciências Exatas e da Terra;2009-11-08;33390;DIJUR-JURIDICA
236904;Maria Cecília Viana;2023-10-06;Ciências da Saúde;2021-07-01;33390;DIJUR-JURIDICA
236905;Vicente Souza;2020-11-19;Ciências Humanas;2020-11-07;33390;DIJUR-JURIDICA
236906;Vitor Hugo Mendes;2016-04-26;Ciências Sociais Aplicadas;2012-07-28;33390;DIJUR-JURIDICA
236907;Cauã Lima;2024-02-05;Ciências Agrárias;2015-10-16;33390;DIJUR-JURIDICA
236908;Eloah Costela;2021-08-15;Lingüística, Letras e Artes;2010-12-25;33390;DIJUR-JURIDICA
236909;Dra. Alana Silva;2019-12-27;Ciências Biológicas;2011-02-06;33390;DIJUR-JURIDICA
236910;Julia Lima;2023-08-23;Ciências da Saúde;2011-12-18;33390;DIJUR-JURIDICA
236911;Stella da Cunha;2016-01-21;Ciências da Saúde;2013-11-16;33390;DIJUR-JURIDICA
236912;Brenda Farias;2015-03-24;Ciências Sociais Aplicadas;2014-01-07;33390;DIJUR-JURIDICA
236913;Sr. Heitor Silva;2018-05-17;Ciências Biológicas;2015-06-14;33390;DIJUR-JURIDICA
236914;Dr. João Guilherme Lima;2014-09-01;Ciências Exatas e da Terra;2013-06-06;33390;DIJUR-JURIDICA
236915;Srta. Lorena Caldeira;2024-02-16;Ciências Sociais Aplicadas;2017-07-04;33390;DIJUR-JURIDICA
236916;Agatha Moraes;2016-07-11;Ciências Biológicas;2013-11-19;33390;DIJUR-JURIDICA
236917;Larissa da Rosa;2020-12-29;Engenharias;2009-11-25;33390;DIJUR-JURIDICA
236918;Larissa Porto;2021-10-19;Ciências Biológicas;2016-03-10;33390;DIJUR-JURIDICA
236919;Murilo da Rocha;2018-03-16;Ciências Sociais Aplicadas;2015-03-11;33390;DIJUR-JURIDICA
236920;Benjamin Barbosa;2023-11-04;Ciências Sociais Aplicadas;2016-02-09;33390;DIJUR-JURIDICA
236921;Isaac da Luz;2017-05-25;Ciências Exatas e da Terra;2012-04-13;33390;DIJUR-JURIDICA
236922;Sr. João Miguel Ribeiro;2022-05-10;Engenharias;2012-10-24;33390;DIJUR-JURIDICA
236923;Danilo Freitas;2021-01-25;Ciências da Saúde;2013-07-27;33390;DIJUR-JURIDICA
236924;Joaquim da Rocha;2022-04-24;Ciências Humanas;2010-01-02;33390;DIJUR-JURIDICA
236925;Maria Clara Lima;2017-12-10;Ciências Exatas e da Terra;2013-09-09;33390;DIJUR-JURIDICA
236926;Marcela Ramos;2015-08-17;Ciências Biológicas;2014-03-02;33390;DIJUR-JURIDICA
236927;Julia Fernandes;2017-11-06;Ciências Sociais Aplicadas;2011-10-03;33390;DIJUR-JURIDICA
236928;Ana Beatriz Martins;2021-09-13;Ciências Sociais Aplicadas;2012-10-16;33390;DIJUR-JURIDICA
236929;Gustavo Silva;2020-05-07;Ciências Exatas e da Terra;2012-11-01;33390;DIJUR-JURIDICA
236930;Maria Vitória Silveira;2019-11-06;Ciências Humanas;2011-12-01;33390;DIJUR-JURIDICA
236931;Sr. Guilherme Cavalcanti;2015-08-30;Ciências Humanas;2010-08-11;33390;DIJUR-JURIDICA
236932;Olivia Ferreira;2014-11-12;Ciências Humanas;2014-05-29;33390;DIJUR-JURIDICA
236933;Lavínia Nunes;2023-06-23;Ciências Agrárias;2022-09-04;33390;DIJUR-JURIDICA
236934;Ana Julia Araújo;2024-02-09;Ciências Sociais Aplicadas;2018-12-06;33390;DIJUR-JURIDICA
236935;Sra. Stella Moraes;2023-12-18;Ciências Biológicas;2011-01-07;33390;DIJUR-JURIDICA
236936;Laís Porto;2017-01-16;Ciências Humanas;2011-06-07;33390;DIJUR-JURIDICA
236937;Mariana Dias;2024-05-24;Ciências Biológicas;2012-12-15;33390;DIJUR-JURIDICA
236938;Vitor Gabriel Ferreira;2023-07-05;Engenharias;2022-11-15;33390;DIJUR-JURIDICA
236939;Thiago da Mata;2021-08-14;Ciências da Saúde;2016-09-16;33390;DIJUR-JURIDICA
236940;Sarah Farias;2023-08-22;Ciências Biológicas;2015-02-26;33390;DIJUR-JURIDICA
236941;Lara da Cruz;2022-08-23;Ciências Humanas;2020-03-04;33390;DIJUR-JURIDICA
236942;Dr. Thales Freitas;2017-01-28;Ciências Biológicas;2015-01-10;33390;DIJUR-JURIDICA
236943;Sra. Helena Sales;2020-11-18;Engenharias;2009-08-21;33390;DIJUR-JURIDICA
236944;Pietra Dias;2017-08-09;Ciências Humanas;2016-12-16;33390;DIJUR-JURIDICA
236945;Maria Julia Costela;2020-12-20;Ciências Exatas e da Terra;2011-09-16;33390;DIJUR-JURIDICA
236946;André da Paz;2019-04-10;Ciências Humanas;2015-07-13;33390;DIJUR-JURIDICA
236947;Srta. Alícia Rodrigues;2022-03-09;Ciências Biológicas;2013-11-22;33390;DIJUR-JURIDICA
236948;Luiz Miguel Martins;2020-06-14;Ciências da Saúde;2016-05-31;33390;DIJUR-JURIDICA
236949;Manuela Porto;2018-11-25;Ciências Exatas e da Terra;2017-05-09;33390;DIJUR-JURIDICA
236950;Ana Lívia Fernandes;2016-09-09;Ciências da Saúde;2012-09-25;33390;DIJUR-JURIDICA
236951;Eloah Carvalho;2019-05-15;Ciências Biológicas;2010-07-01;33390;DIJUR-JURIDICA
236952;Felipe Teixeira;2020-10-13;Ciências Biológicas;2016-03-10;33390;DIJUR-JURIDICA
236953;Srta. Maria Clara da Cruz;2020-11-25;Ciências Humanas;2019-10-22;33390;DIJUR-JURIDICA
236954;Lucas Silveira;2024-06-07;Ciências Biológicas;2012-09-13;33390;DIJUR-JURIDICA
236955;Brenda Rezende;2021-08-09;Engenharias;2016-04-12;33390;DIJUR-JURIDICA
236956;Nina Cardoso;2015-05-23;Ciências Humanas;2011-11-25;33390;DIJUR-JURIDICA
236957;Olivia Moraes;2022-06-10;Ciências Sociais Aplicadas;2018-03-26;33390;DIJUR-JURIDICA
236958;Luiz Henrique Castro;2021-03-23;Ciências Humanas;2013-04-20;33390;DIJUR-JURIDICA
236959;João Pinto;2021-09-08;Ciências Biológicas;2015-04-21;33390;DIJUR-JURIDICA
236960;Ana Vitória da Paz;2023-03-24;Ciências Humanas;2015-02-13;33390;DIJUR-JURIDICA
236961;Sr. Luiz Miguel Lopes;2023-11-25;Ciências da Saúde;2012-06-18;33390;DIJUR-JURIDICA
236962;Enzo Gonçalves;2015-12-10;Ciências Sociais Aplicadas;2012-08-14;33390;DIJUR-JURIDICA
236963;Luiz Fernando Jesus;2019-07-15;Ciências Humanas;2013-05-01;33390;DIJUR-JURIDICA
236964;Dra. Ana Lívia da Costa;2021-05-29;Ciências Sociais Aplicadas;2011-04-11;33390;DIJUR-JURIDICA
236965;Breno da Conceição;2022-02-28;Ciências da Saúde;2018-02-05;33390;DIJUR-JURIDICA
236966;Maysa das Neves;2022-10-20;Ciências Biológicas;2022-08-20;33390;DIJUR-JURIDICA
236967;Anthony Novaes;2017-10-12;Ciências Humanas;2015-03-03;33390;DIJUR-JURIDICA
236968;Manuela Aragão;2017-09-07;Ciências Agrárias;2009-09-02;33390;DIJUR-JURIDICA
236969;Yuri Fogaça;2016-08-23;Ciências Biológicas;2013-01-07;33390;DIJUR-JURIDICA
236970;Mariana Rezende;2021-05-01;Ciências Biológicas;2018-06-05;33390;DIJUR-JURIDICA
236971;Isabella Melo;2014-10-13;Ciências Biológicas;2011-08-03;33390;DIJUR-JURIDICA
236972;Raul Barros;2021-11-22;Engenharias;2017-05-29;33390;DIJUR-JURIDICA
236973;Srta. Emanuelly da Mata;2021-10-04;Ciências Sociais Aplicadas;2020-05-02;33390;DIJUR-JURIDICA
236974;Sr. Murilo Aragão;2022-09-28;Engenharias;2012-07-31;33390;DIJUR-JURIDICA
236975;Lavínia Moraes;2016-02-19;Ciências Biológicas;2011-01-12;33390;DIJUR-JURIDICA
236976;Isabel Campos;2019-08-04;Ciências Sociais Aplicadas;2019-06-16;33390;DIJUR-JURIDICA
236977;Luiz Miguel Almeida;2020-03-24;Ciências Biológicas;2016-01-29;33390;DIJUR-JURIDICA
236978;Ana Clara Dias;2016-05-04;Ciências Exatas e da Terra;2010-10-12;33390;DIJUR-JURIDICA
236979;Luiz Felipe Araújo;2016-02-18;Engenharias;2010-01-29;33390;DIJUR-JURIDICA
236980;Ana Beatriz Ramos;2016-10-20;Ciências Humanas;2012-11-17;33390;DIJUR-JURIDICA
236981;Alice Araújo;2015-07-16;Ciências Biológicas;2010-11-10;33390;DIJUR-JURIDICA
236982;Anthony das Neves;2015-08-18;Engenharias;2011-01-14;33390;DIJUR-JURIDICA
236983;Yago Alves;2023-09-04;Ciências Exatas e da Terra;2022-05-06;33390;DIJUR-JURIDICA
236984;Dra. Clarice Cunha;2019-05-17;Ciências Sociais Aplicadas;2015-03-31;33390;DIJUR-JURIDICA
236985;Davi Lucas Monteiro;2020-07-19;Engenharias;2019-01-11;33390;DIJUR-JURIDICA
236986;Bárbara Nunes;2024-04-28;Ciências da Saúde;2011-03-08;33390;DIJUR-JURIDICA
236987;Dr. Fernando Vieira;2019-04-17;Ciências da Saúde;2010-03-26;33390;DIJUR-JURIDICA
236988;Lavínia Lima;2016-01-01;Ciências Sociais Aplicadas;2012-02-10;33390;DIJUR-JURIDICA
236989;Ana Beatriz Souza;2024-06-26;Engenharias;2016-11-17;33390;DIJUR-JURIDICA
236990;Helena Pinto;2015-05-07;Engenharias;2011-08-10;33390;DIJUR-JURIDICA
236991;Renan Alves;2016-01-07;Ciências Exatas e da Terra;2013-03-15;33390;DIJUR-JURIDICA
236992;Danilo Cardoso;2019-04-13;Ciências Exatas e da Terra;2017-06-13;33390;DIJUR-JURIDICA
236993;Felipe Nascimento;2019-12-14;Ciências Agrárias;2016-08-20;33390;DIJUR-JURIDICA
236994;Samuel Monteiro;2019-05-19;Engenharias;2016-01-23;33390;DIJUR-JURIDICA
236995;Ana Julia Aragão;2021-10-22;Ciências Exatas e da Terra;2015-12-28;33390;DIJUR-JURIDICA
236996;Thiago Moura;2017-12-14;Engenharias;2016-07-02;33390;DIJUR-JURIDICA
236997;Gabriela Castro;2019-12-08;Ciências Biológicas;2010-09-21;33390;DIJUR-JURIDICA
236998;Yasmin Mendes;2015-12-06;Ciências Humanas;2011-03-27;33390;DIJUR-JURIDICA
236999;Isabella da Luz;2020-03-28;Engenharias;2014-05-10;33390;DIJUR-JURIDICA
237000;Bruna Viana;2022-01-27;Ciências Humanas;2013-09-19;33390;DIJUR-JURIDICA
237001;Maria Sophia das Neves;2022-08-12;Ciências Humanas;2013-08-06;33390;DIJUR-JURIDICA
237002;Pedro Lucas Martins;2024-05-21;Ciências Humanas;2018-11-08;33390;DIJUR-JURIDICA
237003;João Miguel Correia;2015-03-15;Ciências Sociais Aplicadas;2010-08-25;33390;DIJUR-JURIDICA
237004;Sophie Alves;2016-09-03;Ciências Exatas e da Terra;2013-05-16;33390;DIJUR-JURIDICA
237005;Sr. Eduardo Lima;2018-04-25;Ciências Sociais Aplicadas;2018-04-17;33390;DIJUR-JURIDICA
237006;Dr. Isaac Costa;2014-10-03;Ciências Humanas;2011-09-05;33390;DIJUR-JURIDICA
237007;Lorenzo Rodrigues;2016-12-12;Ciências Agrárias;2010-08-29;33390;DIJUR-JURIDICA
237008;Pietro Aragão;2021-08-20;Engenharias;2016-07-22;33390;DIJUR-JURIDICA
237009;Isadora Cavalcanti;2016-12-02;Ciências Biológicas;2010-12-04;33390;DIJUR-JURIDICA
237010;Rodrigo Dias;2019-08-17;Ciências Sociais Aplicadas;2010-10-08;33390;DIJUR-JURIDICA
237011;Bianca Nunes;2021-04-03;Ciências Biológicas;2010-09-06;33390;DIJUR-JURIDICA
237012;Stella Costela;2024-06-08;Ciências Biológicas;2021-08-20;33390;DIJUR-JURIDICA
237013;Dr. Antônio da Cunha;2016-01-18;Lingüística, Letras e Artes;2011-10-28;33390;DIJUR-JURIDICA
237014;Bruna da Cunha;2021-11-19;Ciências Biológicas;2010-11-21;33390;DIJUR-JURIDICA
237015;Sra. Maria Vitória Gonçalves;2022-10-07;Lingüística, Letras e Artes;2015-07-06;33390;DIJUR-JURIDICA
237016;João Moura;2023-07-02;Ciências Sociais Aplicadas;2022-12-05;33390;DIJUR-JURIDICA
237017;Rafaela da Cunha;2021-10-15;Ciências Biológicas;2011-10-17;33390;DIJUR-JURIDICA
237018;Sr. Pedro Nascimento;2020-11-18;Engenharias;2011-10-29;33390;DIJUR-JURIDICA
237019;Kamilly Peixoto;2024-07-09;Ciências Exatas e da Terra;2020-08-18;33390;DIJUR-JURIDICA
237020;Srta. Agatha Barros;2018-03-30;Engenharias;2017-07-04;33390;DIJUR-JURIDICA
237021;Luiz Otávio Cardoso;2016-02-06;Ciências Biológicas;2013-12-07;33390;DIJUR-JURIDICA
237022;Natália Jesus;2018-06-03;Ciências Sociais Aplicadas;2015-06-17;33390;DIJUR-JURIDICA
237023;Eduarda Porto;2020-05-31;Engenharias;2019-05-12;33390;DIJUR-JURIDICA
237024;Carlos Eduardo Pereira;2020-06-01;Ciências Exatas e da Terra;2019-10-22;33390;DIJUR-JURIDICA
237025;Eduarda Barros;2018-09-21;Engenharias;2018-06-22;33390;DIJUR-JURIDICA
237026;Otávio Gomes;2022-02-10;Ciências da Saúde;2010-10-28;33390;DIJUR-JURIDICA
237027;Raul Nunes;2014-08-18;Engenharias;2010-07-17;33390;DIJUR-JURIDICA
237028;Thomas da Luz;2024-07-25;Ciências Sociais Aplicadas;2015-10-10;33390;DIJUR-JURIDICA
237029;Sr. João Vitor Jesus;2020-02-01;Ciências da Saúde;2015-11-04;33390;DIJUR-JURIDICA
237030;Júlia Moraes;2019-02-01;Ciências Sociais Aplicadas;2012-06-25;33390;DIJUR-JURIDICA
237031;Beatriz Ramos;2019-06-03;Ciências Biológicas;2013-10-17;33390;DIJUR-JURIDICA
237032;Srta. Maria Luiza Cardoso;2015-06-24;Ciências Humanas;2012-06-23;33390;DIJUR-JURIDICA
237033;Laís Teixeira;2016-03-28;Ciências Biológicas;2010-03-26;33390;DIJUR-JURIDICA
237034;Nicole Gomes;2017-09-29;Ciências Agrárias;2011-06-26;33390;DIJUR-JURIDICA
237035;Sra. Amanda Lopes;2023-08-28;Ciências Sociais Aplicadas;2011-12-16;33390;DIJUR-JURIDICA
237036;Sr. Joaquim Lopes;2022-11-06;Ciências da Saúde;2021-05-16;33390;DIJUR-JURIDICA
237037;Maria Farias;2021-01-22;Ciências Sociais Aplicadas;2011-09-12;33390;DIJUR-JURIDICA
237038;André Mendes;2020-07-02;Ciências da Saúde;2011-03-07;33390;DIJUR-JURIDICA
237039;Enrico Moraes;2022-04-29;Ciências Sociais Aplicadas;2020-08-13;33390;DIJUR-JURIDICA
