matricula,Nome,local de trabalho,Data de Ingresso,Curso,Área de Conhecimento,Data de Conclusão,Instituição
236745,Luiz Gustavo Fogaça,8537,2023-04-11,Biologia Geral,Ciências Biológicas,2021-05-24,UEPA - Universidade do Estado do Pará
236746,Bruno Jesus,8537,2014-10-01,Letras,"Lingüística, Letras e Artes",2012-09-13,SJT - Faculdades Integradas São Judas Tadeu
236747,Luiz Miguel das Neves,8537,2021-09-01,Filosofia,Ciências Humanas,2011-11-21,UFRR - Universidade Federal de Roraima
236748,Lívia Rocha,8537,2018-08-28,Engenharia Naval e Oceânica,Engenharias,2011-07-30,INPA - Instituto Nacional de Pesquisas da Amazônia
236749,Gabriela Araújo,8537,2022-01-17,Administração,Ciências Sociais Aplicadas,2015-07-09,UERN - Universidade do Estado do Rio Grande do Norte
236750,Lucca Almeida,8537,2019-02-27,Psicologia,Ciências Humanas,2010-08-24,UNIVALE - Universidade Vale do Rio Doce
236751,Dr. Joaquim Farias,8537,2014-09-22,Economia Doméstica,Ciências Sociais Aplicadas,2012-02-29,IFAC - Instituto Federal do Acre
236752,Eduarda Carvalho,8537,2016-02-14,Economia Doméstica,Ciências Sociais Aplicadas,2013-12-23,UNOESC - Universidade do Oeste de Santa Catarina
236753,Sra. Alice Vieira,8537,2020-06-01,Filosofia,Ciências Humanas,2010-03-08,UNINASSAU - Centro Universitário Maurício de Nassau
236754,Caroline Barros,8537,2016-06-23,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2010-11-20,FACBEL - Faculdade Católica de Belém
236755,Ana Aragão,8537,2020-02-20,Engenharia Civil,Engenharias,2014-11-04,FMU - Centro Universitário das Faculdades Metropolitanas Unidas
236756,Juliana Moreira,8537,2022-01-14,Saúde Coletiva,Ciências da Saúde,2016-04-14,FASBAM - Faculdade São Basílio Magno
236757,Elisa da Mata,8537,2020-06-26,Engenharia de Produção,Engenharias,2018-08-16,UP - Universidade Positivo
236758,Helena Costela,8537,2018-10-08,Engenharia Civil,Engenharias,2016-11-05,UNAERP - Universidade de Ribeirão Preto
236759,Gabrielly Porto,8537,2014-10-30,Educação Física,Ciências da Saúde,2009-09-06,UFRRJ - Universidade Federal Rural do Rio de Janeiro
236760,Raquel Correia,8537,2022-07-22,Botânica,Ciências Biológicas,2009-08-08,UFOPA - Universidade Federal do Oeste do Pará
236761,Ana Luiza Almeida,8537,2014-08-26,Ecologia,Ciências Biológicas,2012-10-03,UNIPAC - Universidade Presidente Antônio Carlos
236762,Pedro Henrique da Mata,8537,2023-07-31,Economia Doméstica,Ciências Sociais Aplicadas,2013-02-11,UNINASSAU - Centro Universitário Maurício de Nassau
236763,Maria Sophia da Costa,8537,2015-05-07,Engenharia Naval e Oceânica,Engenharias,2014-01-01,UNESP - Universidade Estadual Paulista
236764,Dr. Luigi da Conceição,8537,2016-10-25,Oceanografia,Ciências Exatas e da Terra,2010-12-09,SOCIESC - Sociedade Educacional de Santa Catarina
236765,Bianca da Costa,8537,2023-08-22,Engenharia Mecânica,Engenharias,2015-06-07,FAG - Fundação Assis Gurgacz
236766,Dr. Pedro Henrique Moraes,8537,2023-03-08,Engenharia de Produção,Engenharias,2013-06-17,UNCIASAL - Universidade Estadual de Ciências da Saúde de Alagoas
236767,Lorenzo Rodrigues,8537,2021-07-15,Filosofia,Ciências Humanas,2019-12-22,Fametro - Faculdade Metropolitana de Manaus
236768,Fernanda Teixeira,8537,2015-11-20,Morfologia,Ciências Biológicas,2014-05-12,UFAL - Universidade Federal de Alagoas
236769,Juliana Martins,8537,2021-11-29,História,Ciências Humanas,2018-04-23,UFPA - Universidade Federal do Pará
236770,Nathan Moura,8537,2021-04-09,Ciência da Computação,Ciências Exatas e da Terra,2019-12-18,UGB - Centro Universitário Geraldo Di Biase
236771,Srta. Sarah Pinto,8537,2023-11-22,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2023-05-30,UEPB - Universidade Estadual da Paraíba
236772,João Lucas Moreira,8550,2019-04-11,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2012-11-27,UFRR - Universidade Federal de Roraima
236773,André Costa,8550,2018-07-17,Genética,Ciências Biológicas,2010-02-15,UNEMAT - Universidade do Estado de Mato Grosso
236774,Dr. Guilherme da Rosa,8550,2023-11-02,Educação Física,Ciências da Saúde,2011-08-14,FURB - Fundação Universidade Regional de Blumenau
236775,Dra. Ana Laura Moura,8550,2015-05-06,Medicina,Ciências da Saúde,2011-02-11,UNIFIP - Centro Universitário de Patos
236776,Maria Fernanda Rezende,8550,2019-11-16,Economia,Ciências Sociais Aplicadas,2010-03-25,FAM - Faculdade de Americana
236777,Kevin Jesus,8550,2022-05-26,Ciência Política,Ciências Humanas,2020-07-23,AEDB - Faculdades Dom Bosco
236778,Ana Vitória Cardoso,8550,2019-05-07,História,Ciências Humanas,2010-04-13,FAM - Faculdade de Americana
236779,Bryan Aragão,8550,2016-05-12,Demografia,Ciências Sociais Aplicadas,2013-05-02,UNOESC - Universidade do Oeste de Santa Catarina
236780,Sr. João Miguel Fogaça,8550,2019-09-01,Direito,Ciências Sociais Aplicadas,2012-09-08,IFAM - Instituto Federal do Amazonas
236781,Cecília Almeida,8550,2023-11-22,Sociologia,Ciências Humanas,2021-06-30,CEAP - Centro de Ensino Superior do Amapá
236782,Enrico Sales,8550,2023-06-20,Educação Física,Ciências da Saúde,2021-04-16,UNIBH - Centro Universitário de Belo Horizonte
236783,Mariane Gomes,8550,2015-05-17,Farmacologia,Ciências Biológicas,2010-04-10,UFRRJ - Universidade Federal Rural do Rio de Janeiro
236784,Vinicius Silveira,8550,2016-04-21,Engenharia de Produção,Engenharias,2009-12-30,FAC - Faculdade Arquidiocesana de Curvelo
236785,Lucas da Rocha,8550,2015-12-18,Economia,Ciências Sociais Aplicadas,2013-08-24,FANESE - Faculdade de Administração e Negócios de Sergipe
236786,Luiz Miguel da Luz,8550,2018-02-12,Museologia,Ciências Sociais Aplicadas,2010-10-25,PUC-RIO - Pontifícia Universidade Católica do Rio de Janeiro
236787,Vitor Hugo Aragão,8550,2016-09-20,Engenharia de Transportes,Engenharias,2012-08-28,UEPG - Universidade Estadual de Ponta Grossa
236788,Renan Moura,8550,2017-12-27,Engenharia Elétrica,Engenharias,2011-11-28,UFV - Universidade Federal de Viçosa
236789,Carlos Eduardo Lopes,8550,2023-02-23,Engenharia de Produção,Engenharias,2015-07-29,IBMR - Centro Universitário IBMR
236790,Ryan Alves,8550,2020-05-19,Química,Ciências Exatas e da Terra,2019-01-25,CEETEPS - Centro Estadual de Educação Tecnológica Paula Souza
236791,Juliana Mendes,8550,2017-09-26,Ciência Política,Ciências Humanas,2016-06-24,FAP - Faculdade Pitágoras* FITS - Faculdade Integrada Tiradentes
236792,Isabelly Aragão,8550,2017-06-01,Engenharia de Produção,Engenharias,2011-12-03,UNESC - Universidade do Extremo Sul Catarinense
236793,Milena da Rocha,8550,2020-06-24,Administração,Ciências Sociais Aplicadas,2012-10-14,Uni-FACEF - Centro Universitário de Franca
236794,Isabella Pereira,8550,2018-05-04,Ciência da Computação,Ciências Exatas e da Terra,2015-02-07,UNISAL - Centro Universitário Salesiano de São Paulo
236795,Letícia Mendes,8550,2023-11-13,Física,Ciências Exatas e da Terra,2020-06-19,FACCAMP - Faculdade de Campo Limpo Paulista
236796,Sr. Gustavo Henrique Costa,8550,2023-04-06,Bioquímica,Ciências Biológicas,2014-06-10,UENF - Universidade Estadual do Norte Fluminense
236797,João Miguel da Mota,8550,2015-08-15,Economia,Ciências Sociais Aplicadas,2009-08-20,ULBRA - Universidade Luterana do Brasil
236798,Nicolas Sales,8550,2018-04-06,Matemática,Ciências Exatas e da Terra,2014-09-18,FAJAR - Faculdade Jaguariaíva
236799,Alexandre Duarte,8550,2020-05-25,Zootecnia,Ciências Agrárias,2016-06-06,FLF - Faculdade Luciano Feijão
236800,Vitória Sales,8550,2017-06-18,Arqueologia,Ciências Humanas,2016-10-26,UNERJ - Centro Universitário de Jaraguá do Sul
236801,Thales Rocha,8550,2021-11-13,Fisiologia,Ciências Biológicas,2010-09-17,UNITINS - Universidade Estadual do Tocantins
236802,Juan da Mata,8550,2018-02-25,Engenharia de Minas,Engenharias,2015-06-10,ALFA - Faculdade Alves Faria
236803,Dr. Heitor Novaes,8550,2020-11-22,Genética,Ciências Biológicas,2010-02-09,CUFSA - Centro Universitário Fundação Santo André
236804,Eduarda Nogueira,8550,2018-05-07,Agronomia,Ciências Agrárias,2013-06-04,FAPAN - Faculdade Pan Amazônica
236805,Isadora da Rocha,8550,2018-09-09,Farmácia,Ciências da Saúde,2016-04-09,UERR - Universidade Estadual de Roraima
236806,Yuri Viana,8550,2018-06-11,Probabilidade e Estatística,Ciências Exatas e da Terra,2017-03-05,UNITAU - Universidade de Taubaté
236807,Benjamin Pereira,8550,2019-06-28,Astronomia,Ciências Exatas e da Terra,2012-03-10,UFPR - Universidade Federal do Paraná
236808,Larissa Gonçalves,8550,2021-07-16,Educação Física,Ciências da Saúde,2016-11-25,UENP - Universidade Estadual do Norte do Paraná
236809,Kamilly Farias,8550,2016-12-24,Imunologia,Ciências Biológicas,2015-05-27,UFOP - Universidade Federal de Ouro Preto
236810,Eduardo Lopes,8550,2019-02-20,Zoologia,Ciências Biológicas,2017-04-21,Unit - Universidade Tiradentes
236811,Alana Lopes,8550,2020-02-23,Biologia Geral,Ciências Biológicas,2010-01-11,CAMPO REAL - Faculdade Campo Real
236812,André Moraes,8550,2016-05-01,Engenharia Naval e Oceânica,Engenharias,2014-04-26,UFC - Universidade Federal do Ceará
236813,Gabrielly da Cruz,8550,2015-06-22,Letras,"Lingüística, Letras e Artes",2015-05-10,USU - Universidade Santa Úrsula
236814,Rafaela Nunes,8550,2016-06-09,Direito,Ciências Sociais Aplicadas,2015-08-04,UFV - Universidade Federal de Viçosa
236815,Dr. Pedro Miguel Duarte,8550,2023-03-11,Direito,Ciências Sociais Aplicadas,2020-02-12,ULBRA - Universidade Luterana do Brasil
236816,Emanuella Carvalho,8550,2023-03-03,Parasitologia,Ciências Biológicas,2020-12-11,SENAC - Centro Universitário Senac
236817,Raquel Jesus,8550,2020-01-02,Zoologia,Ciências Biológicas,2016-09-17,UnB - Universidade de Brasília
236818,Dr. André Moraes,8550,2020-10-09,Museologia,Ciências Sociais Aplicadas,2017-11-20,UEL - Universidade Estadual de Londrina
236819,Davi Lopes,8550,2019-02-23,Agronomia,Ciências Agrárias,2010-11-11,FIRB - Faculdades Integradas Rio Branco
236820,Nina Lopes,8550,2018-11-22,Fonoaudiologia,Ciências da Saúde,2013-02-18,CUSC - Centro Universitário São Camilo
236821,Clarice Cunha,8550,2018-03-10,Engenharia Nuclear,Engenharias,2010-05-12,CESCAGE - Centro de Ensino Superior dos Campos Gerais
236822,Rebeca Freitas,8550,2018-06-08,Saúde Coletiva,Ciências da Saúde,2014-07-28,FMU - Centro Universitário das Faculdades Metropolitanas Unidas
236823,Diego Cardoso,8550,2018-12-26,Engenharia Sanitária,Engenharias,2016-04-08,FAMA - Faculdade da Amazônia
236824,Isabella da Conceição,8550,2018-05-10,Artes,"Lingüística, Letras e Artes",2015-11-04,UFSCar - Universidade Federal de São Carlos
236825,Luiz Miguel Campos,8550,2017-07-14,Astronomia,Ciências Exatas e da Terra,2016-07-18,UEL - Universidade Estadual de Londrina
236826,Olivia Cavalcanti,8550,2018-10-12,Oceanografia,Ciências Exatas e da Terra,2016-04-24,UFAL - Universidade Federal de Alagoas
236827,Bryan da Rosa,8550,2015-07-02,Bioquímica,Ciências Biológicas,2010-01-21,UNIVEM - Centro Universitário Eurípedes de Marília
236828,Sra. Lívia Fernandes,8550,2017-06-24,Educação Física,Ciências da Saúde,2015-02-11,UNIFAP - Universidade Federal do Amapá
236829,Kevin Aragão,8550,2019-09-03,Filosofia,Ciências Humanas,2010-05-26,ESTÁCIO - Faculdade Estácio de Sergipe
236830,Joaquim Porto,8550,2015-05-02,Engenharia Naval e Oceânica,Engenharias,2012-06-03,UFPEL - Universidade Federal de Pelotas
236831,Bianca Barbosa,8550,2021-11-07,Engenharia Aeroespacial,Engenharias,2011-07-26,Fametro - Faculdade Metropolitana de Manaus
236832,Srta. Sofia das Neves,8550,2019-07-27,Engenharia Sanitária,Engenharias,2009-11-01,FG - Faculdade Guarapuava
236833,Samuel Moura,8550,2017-08-21,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2009-10-08,UNIFEV - Centro Universitário de Votuporanga
236834,João Guilherme Nogueira,8550,2022-08-19,Microbiologia,Ciências Biológicas,2014-11-19,UNIMAR - Universidade de Marília
236835,Juliana Rodrigues,8550,2015-11-29,Química,Ciências Exatas e da Terra,2011-08-21,IAESUP - Faculdades e Colégio Aphonsiano
236836,Julia Rezende,8550,2020-09-12,Engenharia de Minas,Engenharias,2017-03-26,IFNMG - Instituto Federal do Norte de Minas Gerais
236837,Valentina Nunes,8550,2018-09-16,Antropologia,Ciências Humanas,2014-09-07,UEA - Universidade do Estado do Amazonas
236838,Joana Jesus,8550,2022-12-11,Botânica,Ciências Biológicas,2013-02-05,PUCMG - Pontifícia Universidade Católica de Minas Gerais
236839,Valentina Novaes,8550,2015-05-20,Engenharia Química,Engenharias,2012-07-01,FADERGS - Faculdade de Desenvolvimento do Rio Grande do Sul
236840,Letícia da Luz,8550,2016-07-17,Engenharia de Materiais e Metalúrgica,Engenharias,2016-06-10,UNIRIO - Universidade Federal do Estado do Rio de Janeiro
236841,Leonardo Porto,8550,2021-05-29,Economia,Ciências Sociais Aplicadas,2018-07-28,UENP - Universidade Estadual do Norte do Paraná
236842,Augusto Monteiro,8550,2022-06-24,Comunicação,Ciências Sociais Aplicadas,2018-01-01,FAE - FAE Centro Universitário
236843,Maria Fernanda Viana,8550,2015-04-23,Engenharia Sanitária,Engenharias,2011-09-27,FACSUM - Faculdade do Sudeste Mineiro
236844,Valentina da Luz,8550,2016-12-09,Serviço Social,Ciências Sociais Aplicadas,2012-01-03,UNINGÁ - Faculdade Ingá
236845,Heloísa Caldeira,8550,2017-02-24,Botânica,Ciências Biológicas,2015-10-04,FMC - Faculdades Milton Campos
236846,Dra. Melissa Vieira,8550,2020-04-19,Medicina Veterinária,Ciências Agrárias,2019-05-14,UERN - Universidade do Estado do Rio Grande do Norte
236847,Srta. Isabel Nascimento,8550,2017-06-28,Engenharia Aeroespacial,Engenharias,2015-11-18,FAJAR - Faculdade Jardins
236848,Joana Castro,8550,2021-04-16,Economia,Ciências Sociais Aplicadas,2016-05-31,UNASP - Centro Universitário Adventista de São Paulo
236849,Lucas Gabriel Gomes,8550,2020-12-18,Microbiologia,Ciências Biológicas,2013-03-23,UDESC - Universidade do Estado de Santa Catarina
236850,Emilly Vieira,8550,2018-03-08,Biologia Geral,Ciências Biológicas,2014-10-26,IFRO - Instituto Federal de Rondônia
236851,Maitê Moura,8550,2016-09-12,GeoCiências,Ciências Exatas e da Terra,2013-05-26,FACSUM - Faculdade do Sudeste Mineiro
236852,Davi Lucca Costa,8550,2023-10-24,Administração,Ciências Sociais Aplicadas,2013-03-01,USCS - Universidade Municipal de São Caetano do Sul
236853,Anthony Ramos,8550,2016-12-02,Bioquímica,Ciências Biológicas,2016-11-07,UNOPAR - Universidade Norte do Paraná (Polo Natal)
236854,Felipe Silva,8550,2016-11-02,Odontologia,Ciências da Saúde,2009-10-06,UNAMA - Universidade da Amazônia
236855,Felipe Freitas,8550,2016-08-14,Farmácia,Ciências da Saúde,2013-06-20,PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul
236856,Emanuel Cardoso,8550,2023-12-29,Ecologia,Ciências Biológicas,2011-07-24,IAESUP - Faculdades e Colégio Aphonsiano
236857,Ana Luiza da Costa,8550,2021-05-23,Letras,"Lingüística, Letras e Artes",2014-05-29,UNICASTELO - Universidade Camilo Castelo Branco
236858,Emanuella Mendes,8550,2015-05-19,Educação,Ciências Humanas,2013-02-19,UEPB - Universidade Estadual da Paraíba
236859,Marina Cavalcanti,8550,2018-11-16,Fisiologia,Ciências Biológicas,2018-02-17,UNESPAR - Universidade Estadual do Paraná
236860,Ana Carolina Duarte,8550,2017-05-15,Economia,Ciências Sociais Aplicadas,2012-07-09,FEI - Centro Universitário FEI
236861,Lívia da Cunha,8550,2016-12-12,GeoCiências,Ciências Exatas e da Terra,2011-11-07,UFPI - Universidade Federal do Piauí
236862,Daniel Gonçalves,8550,2021-10-17,Zoologia,Ciências Biológicas,2016-03-18,UNISINOS - Universidade do Vale do Rio dos Sinos
236863,Arthur Teixeira,8550,2023-11-06,Agronomia,Ciências Agrárias,2011-03-30,FAZU - Faculdades Associadas de Uberaba
236864,Ian da Conceição,8550,2021-11-17,Engenharia Naval e Oceânica,Engenharias,2018-04-26,FAG - Fundação Assis Gurgacz
236865,Dr. Felipe Vieira,8550,2024-03-31,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2013-11-16,UNITINS - Universidade Estadual do Tocantins
236866,Brenda Melo,8550,2015-07-12,Matemática,Ciências Exatas e da Terra,2012-05-03,FAG - Faculdade Guairacá
236867,Marcela Monteiro,8550,2018-08-17,Educação Física,Ciências da Saúde,2016-03-26,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
236868,Eloah Ribeiro,8550,2023-09-30,Arqueologia,Ciências Humanas,2017-12-08,UFMT - Universidade Federal de Mato Grosso
236869,Dra. Gabrielly Fernandes,8550,2019-04-18,Medicina,Ciências da Saúde,2014-08-16,IFAL - Instituto Federal de Alagoas
236870,Maria Sophia das Neves,8550,2020-07-03,Engenharia Mecânica,Engenharias,2014-01-09,ALFA - Faculdade Alves Faria
236871,Cauê Araújo,8550,2016-09-19,Biofísica,Ciências Biológicas,2010-06-08,FATEB - Faculdade de Telêmaco Borba
236872,Samuel da Rocha,8550,2023-05-16,Farmacologia,Ciências Biológicas,2012-05-04,UBM - Centro Universitário de Barra Mansa
236873,Mirella Dias,8550,2021-10-24,Engenharia Civil,Engenharias,2013-04-27,AEDB - Faculdades Dom Bosco
236874,Renan Nunes,8550,2021-07-20,Arqueologia,Ciências Humanas,2013-03-15,IFMG - Instituto Federal de Minas Gerais
236875,Dr. Marcos Vinicius Barros,8550,2023-02-09,Demografia,Ciências Sociais Aplicadas,2011-09-21,UNAERP - Universidade de Ribeirão Preto
236876,Srta. Maysa Ferreira,8550,2015-04-23,Fonoaudiologia,Ciências da Saúde,2014-12-06,ESTÁCIO - Faculdade Estácio de Sergipe
236877,João Felipe Gonçalves,8550,2022-04-17,Fisiologia,Ciências Biológicas,2020-10-22,UFPB - Universidade Federal da Paraíba
236878,João Lucas Castro,8550,2019-06-19,Farmácia,Ciências da Saúde,2017-07-29,FeMASS - Faculdade Professor Miguel Ângelo da Silva Santos - Macaé
236879,Maria Cecília das Neves,8550,2019-09-23,Fisiologia,Ciências Biológicas,2012-09-16,UNIBRASIL - Centro Universitário Autônomo do Brasil
236880,Alana Cunha,8550,2020-12-23,Arqueologia,Ciências Humanas,2010-04-19,Uni-FACEF - Centro Universitário de Franca
236881,Clara Azevedo,8550,2023-04-09,Engenharia de Materiais e Metalúrgica,Engenharias,2014-03-20,UNISC - Universidade de Santa Cruz do Sul
236882,Antônio Caldeira,8550,2015-01-09,Biologia Geral,Ciências Biológicas,2011-04-03,UNILA - Universidade Federal da Integração Latino-Americana
236883,Bruno Aragão,8550,2016-08-22,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2010-02-21,IPTAN - Instituto de Ensino Superior Presidente Tancredo Neves
236884,Alana Lima,8550,2023-02-19,Probabilidade e Estatística,Ciências Exatas e da Terra,2013-02-06,FML - Faculdade Metropolitana Londrinense
236885,Dra. Alexia Rodrigues,8550,2024-04-24,Física,Ciências Exatas e da Terra,2016-03-14,IFNMG - Instituto Federal do Norte de Minas Gerais
236886,Brenda Lima,8550,2018-02-23,Arqueologia,Ciências Humanas,2015-07-09,FACHA - Faculdades Integradas Hélio Alonso
236887,Carolina Novaes,8550,2018-09-15,Educação,Ciências Humanas,2010-02-11,SENAC - Centro Universitário Senac
236888,João Gabriel da Rocha,8550,2022-02-28,Engenharia Civil,Engenharias,2013-05-31,UNIGRAN - Centro Universitário da Grande Dourados
236889,Bruno Souza,8550,2017-08-07,Educação Física,Ciências da Saúde,2013-12-12,FACSUM - Faculdade do Sudeste Mineiro
236890,Nicolas Novaes,8550,2019-12-17,Administração,Ciências Sociais Aplicadas,2019-08-05,UNIRITTER - Centro Universitário Ritter dos Reis
